Draw,Date,Pick3,Pick4,Date_Time,Date_Str,Date_Delta,Pick3str,Pick4str,P3B1,P3B2,P3B3,P4B1,P4B2,P4B3,P4B4
1,2014-05-08,672,7342,2014-05-08,20140508,858.0,672,7342,6,7,2,7,3,4,2
0,2014-05-08,598,7576,2014-05-08,20140508,858.0,598,7576,5,9,8,7,5,7,6
0,2014-05-09,463,3640,2014-05-09,20140509,859.0,463,3640,4,6,3,3,6,4,0
1,2014-05-09,22,4542,2014-05-09,20140509,859.0,022,4542,0,2,2,4,5,4,2
0,2014-05-10,657,6376,2014-05-10,20140510,860.0,657,6376,6,5,7,6,3,7,6
1,2014-05-10,523,9950,2014-05-10,20140510,860.0,523,9950,5,2,3,9,9,5,0
1,2014-05-11,913,5809,2014-05-11,20140511,861.0,913,5809,9,1,3,5,8,0,9
0,2014-05-11,121,8555,2014-05-11,20140511,861.0,121,8555,1,2,1,8,5,5,5
1,2014-05-12,8,5206,2014-05-12,20140512,862.0,008,5206,0,0,8,5,2,0,6
0,2014-05-12,36,9931,2014-05-12,20140512,862.0,036,9931,0,3,6,9,9,3,1
0,2014-05-13,537,5835,2014-05-13,20140513,863.0,537,5835,5,3,7,5,8,3,5
1,2014-05-13,47,2859,2014-05-13,20140513,863.0,047,2859,0,4,7,2,8,5,9
1,2014-05-14,220,158,2014-05-14,20140514,864.0,220,0158,2,2,0,0,1,5,8
0,2014-05-14,606,5642,2014-05-14,20140514,864.0,606,5642,6,0,6,5,6,4,2
0,2014-05-15,727,9457,2014-05-15,20140515,865.0,727,9457,7,2,7,9,4,5,7
1,2014-05-15,476,1997,2014-05-15,20140515,865.0,476,1997,4,7,6,1,9,9,7
0,2014-05-16,336,4406,2014-05-16,20140516,866.0,336,4406,3,3,6,4,4,0,6
1,2014-05-16,943,4013,2014-05-16,20140516,866.0,943,4013,9,4,3,4,0,1,3
1,2014-05-17,550,4577,2014-05-17,20140517,867.0,550,4577,5,5,0,4,5,7,7
0,2014-05-17,112,7325,2014-05-17,20140517,867.0,112,7325,1,1,2,7,3,2,5
1,2014-05-18,837,8556,2014-05-18,20140518,868.0,837,8556,8,3,7,8,5,5,6
0,2014-05-18,197,8642,2014-05-18,20140518,868.0,197,8642,1,9,7,8,6,4,2
0,2014-05-19,739,6556,2014-05-19,20140519,869.0,739,6556,7,3,9,6,5,5,6
1,2014-05-19,678,1561,2014-05-19,20140519,869.0,678,1561,6,7,8,1,5,6,1
0,2014-05-20,366,209,2014-05-20,20140520,870.0,366,0209,3,6,6,0,2,0,9
1,2014-05-20,292,7883,2014-05-20,20140520,870.0,292,7883,2,9,2,7,8,8,3
1,2014-05-21,26,4675,2014-05-21,20140521,871.0,026,4675,0,2,6,4,6,7,5
0,2014-05-21,655,2692,2014-05-21,20140521,871.0,655,2692,6,5,5,2,6,9,2
0,2014-05-22,383,4593,2014-05-22,20140522,872.0,383,4593,3,8,3,4,5,9,3
1,2014-05-22,474,7164,2014-05-22,20140522,872.0,474,7164,4,7,4,7,1,6,4
1,2014-05-23,269,2392,2014-05-23,20140523,873.0,269,2392,2,6,9,2,3,9,2
0,2014-05-23,780,3829,2014-05-23,20140523,873.0,780,3829,7,8,0,3,8,2,9
1,2014-05-24,215,4389,2014-05-24,20140524,874.0,215,4389,2,1,5,4,3,8,9
0,2014-05-24,100,4881,2014-05-24,20140524,874.0,100,4881,1,0,0,4,8,8,1
0,2014-05-25,515,3856,2014-05-25,20140525,875.0,515,3856,5,1,5,3,8,5,6
1,2014-05-25,397,1916,2014-05-25,20140525,875.0,397,1916,3,9,7,1,9,1,6
0,2014-05-26,435,4546,2014-05-26,20140526,876.0,435,4546,4,3,5,4,5,4,6
1,2014-05-26,769,6245,2014-05-26,20140526,876.0,769,6245,7,6,9,6,2,4,5
1,2014-05-27,863,3266,2014-05-27,20140527,877.0,863,3266,8,6,3,3,2,6,6
0,2014-05-27,666,2285,2014-05-27,20140527,877.0,666,2285,6,6,6,2,2,8,5
0,2014-05-28,360,6522,2014-05-28,20140528,878.0,360,6522,3,6,0,6,5,2,2
1,2014-05-28,39,6100,2014-05-28,20140528,878.0,039,6100,0,3,9,6,1,0,0
0,2014-05-29,318,9895,2014-05-29,20140529,879.0,318,9895,3,1,8,9,8,9,5
1,2014-05-29,245,37,2014-05-29,20140529,879.0,245,0037,2,4,5,0,0,3,7
0,2014-05-30,583,4610,2014-05-30,20140530,880.0,583,4610,5,8,3,4,6,1,0
1,2014-05-30,306,727,2014-05-30,20140530,880.0,306,0727,3,0,6,0,7,2,7
1,2014-05-31,238,7849,2014-05-31,20140531,881.0,238,7849,2,3,8,7,8,4,9
0,2014-05-31,284,6399,2014-05-31,20140531,881.0,284,6399,2,8,4,6,3,9,9
0,2014-06-01,994,3908,2014-06-01,20140601,882.0,994,3908,9,9,4,3,9,0,8
1,2014-06-01,245,8725,2014-06-01,20140601,882.0,245,8725,2,4,5,8,7,2,5
1,2014-06-02,184,4158,2014-06-02,20140602,883.0,184,4158,1,8,4,4,1,5,8
0,2014-06-02,514,8750,2014-06-02,20140602,883.0,514,8750,5,1,4,8,7,5,0
1,2014-06-03,292,5263,2014-06-03,20140603,884.0,292,5263,2,9,2,5,2,6,3
0,2014-06-03,771,616,2014-06-03,20140603,884.0,771,0616,7,7,1,0,6,1,6
0,2014-06-04,710,9779,2014-06-04,20140604,885.0,710,9779,7,1,0,9,7,7,9
1,2014-06-04,802,7709,2014-06-04,20140604,885.0,802,7709,8,0,2,7,7,0,9
0,2014-06-05,673,1508,2014-06-05,20140605,886.0,673,1508,6,7,3,1,5,0,8
1,2014-06-05,806,2753,2014-06-05,20140605,886.0,806,2753,8,0,6,2,7,5,3
1,2014-06-06,455,3872,2014-06-06,20140606,887.0,455,3872,4,5,5,3,8,7,2
0,2014-06-06,890,7446,2014-06-06,20140606,887.0,890,7446,8,9,0,7,4,4,6
1,2014-06-07,686,531,2014-06-07,20140607,888.0,686,0531,6,8,6,0,5,3,1
0,2014-06-07,330,955,2014-06-07,20140607,888.0,330,0955,3,3,0,0,9,5,5
1,2014-06-08,105,5169,2014-06-08,20140608,889.0,105,5169,1,0,5,5,1,6,9
0,2014-06-08,92,912,2014-06-08,20140608,889.0,092,0912,0,9,2,0,9,1,2
0,2014-06-09,161,6589,2014-06-09,20140609,890.0,161,6589,1,6,1,6,5,8,9
1,2014-06-09,986,9412,2014-06-09,20140609,890.0,986,9412,9,8,6,9,4,1,2
1,2014-06-10,525,146,2014-06-10,20140610,891.0,525,0146,5,2,5,0,1,4,6
0,2014-06-10,579,9449,2014-06-10,20140610,891.0,579,9449,5,7,9,9,4,4,9
0,2014-06-11,821,2623,2014-06-11,20140611,892.0,821,2623,8,2,1,2,6,2,3
1,2014-06-11,492,4002,2014-06-11,20140611,892.0,492,4002,4,9,2,4,0,0,2
0,2014-06-12,552,1704,2014-06-12,20140612,893.0,552,1704,5,5,2,1,7,0,4
1,2014-06-12,466,398,2014-06-12,20140612,893.0,466,0398,4,6,6,0,3,9,8
0,2014-06-13,234,9659,2014-06-13,20140613,894.0,234,9659,2,3,4,9,6,5,9
1,2014-06-13,963,5903,2014-06-13,20140613,894.0,963,5903,9,6,3,5,9,0,3
0,2014-06-14,561,1070,2014-06-14,20140614,895.0,561,1070,5,6,1,1,0,7,0
1,2014-06-14,399,5746,2014-06-14,20140614,895.0,399,5746,3,9,9,5,7,4,6
0,2014-06-15,478,6693,2014-06-15,20140615,896.0,478,6693,4,7,8,6,6,9,3
1,2014-06-15,265,7818,2014-06-15,20140615,896.0,265,7818,2,6,5,7,8,1,8
1,2014-06-16,912,3820,2014-06-16,20140616,897.0,912,3820,9,1,2,3,8,2,0
0,2014-06-16,445,7806,2014-06-16,20140616,897.0,445,7806,4,4,5,7,8,0,6
1,2014-06-17,832,1369,2014-06-17,20140617,898.0,832,1369,8,3,2,1,3,6,9
0,2014-06-17,389,3650,2014-06-17,20140617,898.0,389,3650,3,8,9,3,6,5,0
1,2014-06-18,45,1076,2014-06-18,20140618,899.0,045,1076,0,4,5,1,0,7,6
0,2014-06-18,132,4122,2014-06-18,20140618,899.0,132,4122,1,3,2,4,1,2,2
1,2014-06-19,441,6648,2014-06-19,20140619,900.0,441,6648,4,4,1,6,6,4,8
0,2014-06-19,909,9280,2014-06-19,20140619,900.0,909,9280,9,0,9,9,2,8,0
1,2014-06-20,715,5899,2014-06-20,20140620,901.0,715,5899,7,1,5,5,8,9,9
0,2014-06-20,780,3309,2014-06-20,20140620,901.0,780,3309,7,8,0,3,3,0,9
0,2014-06-21,727,5722,2014-06-21,20140621,902.0,727,5722,7,2,7,5,7,2,2
1,2014-06-21,19,3579,2014-06-21,20140621,902.0,019,3579,0,1,9,3,5,7,9
0,2014-06-22,881,3544,2014-06-22,20140622,903.0,881,3544,8,8,1,3,5,4,4
1,2014-06-22,234,4877,2014-06-22,20140622,903.0,234,4877,2,3,4,4,8,7,7
1,2014-06-23,719,9975,2014-06-23,20140623,904.0,719,9975,7,1,9,9,9,7,5
0,2014-06-23,431,6587,2014-06-23,20140623,904.0,431,6587,4,3,1,6,5,8,7
1,2014-06-24,348,2405,2014-06-24,20140624,905.0,348,2405,3,4,8,2,4,0,5
0,2014-06-24,62,7214,2014-06-24,20140624,905.0,062,7214,0,6,2,7,2,1,4
0,2014-06-25,919,976,2014-06-25,20140625,906.0,919,0976,9,1,9,0,9,7,6
1,2014-06-25,910,4657,2014-06-25,20140625,906.0,910,4657,9,1,0,4,6,5,7
1,2014-06-26,52,7255,2014-06-26,20140626,907.0,052,7255,0,5,2,7,2,5,5
0,2014-06-26,953,9268,2014-06-26,20140626,907.0,953,9268,9,5,3,9,2,6,8
0,2014-06-27,708,4961,2014-06-27,20140627,908.0,708,4961,7,0,8,4,9,6,1
1,2014-06-27,464,962,2014-06-27,20140627,908.0,464,0962,4,6,4,0,9,6,2
0,2014-06-28,501,6188,2014-06-28,20140628,909.0,501,6188,5,0,1,6,1,8,8
1,2014-06-28,561,9004,2014-06-28,20140628,909.0,561,9004,5,6,1,9,0,0,4
0,2014-06-29,288,5626,2014-06-29,20140629,910.0,288,5626,2,8,8,5,6,2,6
1,2014-06-29,537,7428,2014-06-29,20140629,910.0,537,7428,5,3,7,7,4,2,8
1,2014-06-30,29,6862,2014-06-30,20140630,911.0,029,6862,0,2,9,6,8,6,2
0,2014-06-30,998,1971,2014-06-30,20140630,911.0,998,1971,9,9,8,1,9,7,1
0,2014-07-01,189,7743,2014-07-01,20140701,912.0,189,7743,1,8,9,7,7,4,3
1,2014-07-01,130,1631,2014-07-01,20140701,912.0,130,1631,1,3,0,1,6,3,1
1,2014-07-02,285,6230,2014-07-02,20140702,913.0,285,6230,2,8,5,6,2,3,0
0,2014-07-02,505,2276,2014-07-02,20140702,913.0,505,2276,5,0,5,2,2,7,6
1,2014-07-03,342,4134,2014-07-03,20140703,914.0,342,4134,3,4,2,4,1,3,4
0,2014-07-03,945,5699,2014-07-03,20140703,914.0,945,5699,9,4,5,5,6,9,9
0,2014-07-04,377,3296,2014-07-04,20140704,915.0,377,3296,3,7,7,3,2,9,6
1,2014-07-04,771,5657,2014-07-04,20140704,915.0,771,5657,7,7,1,5,6,5,7
0,2014-07-05,921,2263,2014-07-05,20140705,916.0,921,2263,9,2,1,2,2,6,3
1,2014-07-05,482,9728,2014-07-05,20140705,916.0,482,9728,4,8,2,9,7,2,8
1,2014-07-06,891,4722,2014-07-06,20140706,917.0,891,4722,8,9,1,4,7,2,2
0,2014-07-06,374,6499,2014-07-06,20140706,917.0,374,6499,3,7,4,6,4,9,9
1,2014-07-07,466,2584,2014-07-07,20140707,918.0,466,2584,4,6,6,2,5,8,4
0,2014-07-07,499,7936,2014-07-07,20140707,918.0,499,7936,4,9,9,7,9,3,6
0,2014-07-08,499,8888,2014-07-08,20140708,919.0,499,8888,4,9,9,8,8,8,8
1,2014-07-08,758,7128,2014-07-08,20140708,919.0,758,7128,7,5,8,7,1,2,8
0,2014-07-09,631,2180,2014-07-09,20140709,920.0,631,2180,6,3,1,2,1,8,0
1,2014-07-09,100,3453,2014-07-09,20140709,920.0,100,3453,1,0,0,3,4,5,3
1,2014-07-10,645,5073,2014-07-10,20140710,921.0,645,5073,6,4,5,5,0,7,3
0,2014-07-10,143,626,2014-07-10,20140710,921.0,143,0626,1,4,3,0,6,2,6
0,2014-07-11,627,6715,2014-07-11,20140711,922.0,627,6715,6,2,7,6,7,1,5
1,2014-07-11,215,9061,2014-07-11,20140711,922.0,215,9061,2,1,5,9,0,6,1
1,2014-07-12,744,6671,2014-07-12,20140712,923.0,744,6671,7,4,4,6,6,7,1
0,2014-07-12,449,5883,2014-07-12,20140712,923.0,449,5883,4,4,9,5,8,8,3
0,2014-07-13,270,3329,2014-07-13,20140713,924.0,270,3329,2,7,0,3,3,2,9
1,2014-07-13,96,4698,2014-07-13,20140713,924.0,096,4698,0,9,6,4,6,9,8
0,2014-07-14,493,9305,2014-07-14,20140714,925.0,493,9305,4,9,3,9,3,0,5
1,2014-07-14,151,7877,2014-07-14,20140714,925.0,151,7877,1,5,1,7,8,7,7
0,2014-07-15,6,9429,2014-07-15,20140715,926.0,006,9429,0,0,6,9,4,2,9
1,2014-07-15,886,4342,2014-07-15,20140715,926.0,886,4342,8,8,6,4,3,4,2
1,2014-07-16,416,5774,2014-07-16,20140716,927.0,416,5774,4,1,6,5,7,7,4
0,2014-07-16,865,4748,2014-07-16,20140716,927.0,865,4748,8,6,5,4,7,4,8
0,2014-07-17,337,7858,2014-07-17,20140717,928.0,337,7858,3,3,7,7,8,5,8
1,2014-07-17,703,3617,2014-07-17,20140717,928.0,703,3617,7,0,3,3,6,1,7
1,2014-07-18,976,2939,2014-07-18,20140718,929.0,976,2939,9,7,6,2,9,3,9
0,2014-07-18,998,273,2014-07-18,20140718,929.0,998,0273,9,9,8,0,2,7,3
0,2014-07-19,972,5429,2014-07-19,20140719,930.0,972,5429,9,7,2,5,4,2,9
1,2014-07-19,744,4643,2014-07-19,20140719,930.0,744,4643,7,4,4,4,6,4,3
1,2014-07-20,777,7111,2014-07-20,20140720,931.0,777,7111,7,7,7,7,1,1,1
0,2014-07-20,769,1977,2014-07-20,20140720,931.0,769,1977,7,6,9,1,9,7,7
0,2014-07-21,531,6181,2014-07-21,20140721,932.0,531,6181,5,3,1,6,1,8,1
1,2014-07-21,64,381,2014-07-21,20140721,932.0,064,0381,0,6,4,0,3,8,1
0,2014-07-22,223,4822,2014-07-22,20140722,933.0,223,4822,2,2,3,4,8,2,2
1,2014-07-22,985,6226,2014-07-22,20140722,933.0,985,6226,9,8,5,6,2,2,6
1,2014-07-23,675,830,2014-07-23,20140723,934.0,675,0830,6,7,5,0,8,3,0
0,2014-07-23,995,4171,2014-07-23,20140723,934.0,995,4171,9,9,5,4,1,7,1
1,2014-07-24,883,6819,2014-07-24,20140724,935.0,883,6819,8,8,3,6,8,1,9
0,2014-07-24,834,9561,2014-07-24,20140724,935.0,834,9561,8,3,4,9,5,6,1
0,2014-07-25,61,4441,2014-07-25,20140725,936.0,061,4441,0,6,1,4,4,4,1
1,2014-07-25,530,2459,2014-07-25,20140725,936.0,530,2459,5,3,0,2,4,5,9
1,2014-07-26,689,3556,2014-07-26,20140726,937.0,689,3556,6,8,9,3,5,5,6
0,2014-07-26,558,79,2014-07-26,20140726,937.0,558,0079,5,5,8,0,0,7,9
0,2014-07-27,401,8907,2014-07-27,20140727,938.0,401,8907,4,0,1,8,9,0,7
1,2014-07-27,814,890,2014-07-27,20140727,938.0,814,0890,8,1,4,0,8,9,0
0,2014-07-28,534,9074,2014-07-28,20140728,939.0,534,9074,5,3,4,9,0,7,4
1,2014-07-28,999,7059,2014-07-28,20140728,939.0,999,7059,9,9,9,7,0,5,9
1,2014-07-29,284,9280,2014-07-29,20140729,940.0,284,9280,2,8,4,9,2,8,0
0,2014-07-29,286,2799,2014-07-29,20140729,940.0,286,2799,2,8,6,2,7,9,9
1,2014-07-30,885,2655,2014-07-30,20140730,941.0,885,2655,8,8,5,2,6,5,5
0,2014-07-30,390,723,2014-07-30,20140730,941.0,390,0723,3,9,0,0,7,2,3
0,2014-07-31,673,1313,2014-07-31,20140731,942.0,673,1313,6,7,3,1,3,1,3
1,2014-07-31,679,656,2014-07-31,20140731,942.0,679,0656,6,7,9,0,6,5,6
0,2014-08-01,831,1694,2014-08-01,20140801,943.0,831,1694,8,3,1,1,6,9,4
1,2014-08-01,218,2913,2014-08-01,20140801,943.0,218,2913,2,1,8,2,9,1,3
1,2014-08-02,128,7929,2014-08-02,20140802,944.0,128,7929,1,2,8,7,9,2,9
0,2014-08-02,214,7364,2014-08-02,20140802,944.0,214,7364,2,1,4,7,3,6,4
1,2014-08-03,577,7548,2014-08-03,20140803,945.0,577,7548,5,7,7,7,5,4,8
0,2014-08-03,453,2419,2014-08-03,20140803,945.0,453,2419,4,5,3,2,4,1,9
1,2014-08-04,396,6140,2014-08-04,20140804,946.0,396,6140,3,9,6,6,1,4,0
0,2014-08-04,846,7761,2014-08-04,20140804,946.0,846,7761,8,4,6,7,7,6,1
1,2014-08-05,944,2214,2014-08-05,20140805,947.0,944,2214,9,4,4,2,2,1,4
0,2014-08-05,398,8792,2014-08-05,20140805,947.0,398,8792,3,9,8,8,7,9,2
0,2014-08-06,454,4453,2014-08-06,20140806,948.0,454,4453,4,5,4,4,4,5,3
1,2014-08-06,973,2716,2014-08-06,20140806,948.0,973,2716,9,7,3,2,7,1,6
0,2014-08-07,806,8471,2014-08-07,20140807,949.0,806,8471,8,0,6,8,4,7,1
1,2014-08-07,147,7369,2014-08-07,20140807,949.0,147,7369,1,4,7,7,3,6,9
1,2014-08-08,835,4331,2014-08-08,20140808,950.0,835,4331,8,3,5,4,3,3,1
0,2014-08-08,93,6655,2014-08-08,20140808,950.0,093,6655,0,9,3,6,6,5,5
0,2014-08-09,440,5996,2014-08-09,20140809,951.0,440,5996,4,4,0,5,9,9,6
1,2014-08-09,43,1368,2014-08-09,20140809,951.0,043,1368,0,4,3,1,3,6,8
0,2014-08-10,130,3607,2014-08-10,20140810,952.0,130,3607,1,3,0,3,6,0,7
1,2014-08-10,407,749,2014-08-10,20140810,952.0,407,0749,4,0,7,0,7,4,9
0,2014-08-11,424,2906,2014-08-11,20140811,953.0,424,2906,4,2,4,2,9,0,6
1,2014-08-11,249,6102,2014-08-11,20140811,953.0,249,6102,2,4,9,6,1,0,2
1,2014-08-12,782,2695,2014-08-12,20140812,954.0,782,2695,7,8,2,2,6,9,5
0,2014-08-12,506,8418,2014-08-12,20140812,954.0,506,8418,5,0,6,8,4,1,8
0,2014-08-13,569,617,2014-08-13,20140813,955.0,569,0617,5,6,9,0,6,1,7
1,2014-08-13,310,8813,2014-08-13,20140813,955.0,310,8813,3,1,0,8,8,1,3
0,2014-08-14,470,2180,2014-08-14,20140814,956.0,470,2180,4,7,0,2,1,8,0
1,2014-08-14,905,6286,2014-08-14,20140814,956.0,905,6286,9,0,5,6,2,8,6
1,2014-08-15,436,2247,2014-08-15,20140815,957.0,436,2247,4,3,6,2,2,4,7
0,2014-08-15,332,1926,2014-08-15,20140815,957.0,332,1926,3,3,2,1,9,2,6
1,2014-08-16,311,147,2014-08-16,20140816,958.0,311,0147,3,1,1,0,1,4,7
0,2014-08-16,423,5752,2014-08-16,20140816,958.0,423,5752,4,2,3,5,7,5,2
0,2014-08-17,171,8993,2014-08-17,20140817,959.0,171,8993,1,7,1,8,9,9,3
1,2014-08-17,394,7425,2014-08-17,20140817,959.0,394,7425,3,9,4,7,4,2,5
1,2014-08-18,373,5500,2014-08-18,20140818,960.0,373,5500,3,7,3,5,5,0,0
0,2014-08-18,135,5820,2014-08-18,20140818,960.0,135,5820,1,3,5,5,8,2,0
1,2014-08-19,583,4703,2014-08-19,20140819,961.0,583,4703,5,8,3,4,7,0,3
0,2014-08-19,938,9536,2014-08-19,20140819,961.0,938,9536,9,3,8,9,5,3,6
0,2014-08-20,325,6942,2014-08-20,20140820,962.0,325,6942,3,2,5,6,9,4,2
1,2014-08-20,389,9267,2014-08-20,20140820,962.0,389,9267,3,8,9,9,2,6,7
1,2014-08-21,753,7779,2014-08-21,20140821,963.0,753,7779,7,5,3,7,7,7,9
0,2014-08-21,84,9717,2014-08-21,20140821,963.0,084,9717,0,8,4,9,7,1,7
0,2014-08-22,385,3005,2014-08-22,20140822,964.0,385,3005,3,8,5,3,0,0,5
1,2014-08-22,979,5024,2014-08-22,20140822,964.0,979,5024,9,7,9,5,0,2,4
0,2014-08-23,833,8250,2014-08-23,20140823,965.0,833,8250,8,3,3,8,2,5,0
1,2014-08-23,265,2053,2014-08-23,20140823,965.0,265,2053,2,6,5,2,0,5,3
1,2014-08-24,921,4866,2014-08-24,20140824,966.0,921,4866,9,2,1,4,8,6,6
0,2014-08-24,898,6504,2014-08-24,20140824,966.0,898,6504,8,9,8,6,5,0,4
0,2014-08-25,362,2299,2014-08-25,20140825,967.0,362,2299,3,6,2,2,2,9,9
1,2014-08-25,481,1712,2014-08-25,20140825,967.0,481,1712,4,8,1,1,7,1,2
0,2014-08-26,477,9983,2014-08-26,20140826,968.0,477,9983,4,7,7,9,9,8,3
1,2014-08-26,584,6426,2014-08-26,20140826,968.0,584,6426,5,8,4,6,4,2,6
1,2014-08-27,316,2255,2014-08-27,20140827,969.0,316,2255,3,1,6,2,2,5,5
0,2014-08-27,552,8276,2014-08-27,20140827,969.0,552,8276,5,5,2,8,2,7,6
0,2014-08-28,237,4095,2014-08-28,20140828,970.0,237,4095,2,3,7,4,0,9,5
1,2014-08-28,570,7415,2014-08-28,20140828,970.0,570,7415,5,7,0,7,4,1,5
0,2014-08-29,626,3759,2014-08-29,20140829,971.0,626,3759,6,2,6,3,7,5,9
1,2014-08-29,833,5782,2014-08-29,20140829,971.0,833,5782,8,3,3,5,7,8,2
0,2014-08-30,730,6953,2014-08-30,20140830,972.0,730,6953,7,3,0,6,9,5,3
1,2014-08-30,397,5292,2014-08-30,20140830,972.0,397,5292,3,9,7,5,2,9,2
0,2014-08-31,935,8854,2014-08-31,20140831,973.0,935,8854,9,3,5,8,8,5,4
1,2014-08-31,899,6060,2014-08-31,20140831,973.0,899,6060,8,9,9,6,0,6,0
1,2014-09-01,694,6511,2014-09-01,20140901,974.0,694,6511,6,9,4,6,5,1,1
0,2014-09-01,509,4934,2014-09-01,20140901,974.0,509,4934,5,0,9,4,9,3,4
1,2014-09-02,821,1258,2014-09-02,20140902,975.0,821,1258,8,2,1,1,2,5,8
0,2014-09-02,478,3512,2014-09-02,20140902,975.0,478,3512,4,7,8,3,5,1,2
0,2014-09-03,661,4044,2014-09-03,20140903,976.0,661,4044,6,6,1,4,0,4,4
1,2014-09-03,158,9831,2014-09-03,20140903,976.0,158,9831,1,5,8,9,8,3,1
0,2014-09-04,474,3830,2014-09-04,20140904,977.0,474,3830,4,7,4,3,8,3,0
1,2014-09-04,743,7513,2014-09-04,20140904,977.0,743,7513,7,4,3,7,5,1,3
0,2014-09-05,197,5743,2014-09-05,20140905,978.0,197,5743,1,9,7,5,7,4,3
1,2014-09-05,623,1012,2014-09-05,20140905,978.0,623,1012,6,2,3,1,0,1,2
0,2014-09-06,849,8495,2014-09-06,20140906,979.0,849,8495,8,4,9,8,4,9,5
1,2014-09-06,487,6591,2014-09-06,20140906,979.0,487,6591,4,8,7,6,5,9,1
1,2014-09-07,27,4777,2014-09-07,20140907,980.0,027,4777,0,2,7,4,7,7,7
0,2014-09-07,721,6928,2014-09-07,20140907,980.0,721,6928,7,2,1,6,9,2,8
1,2014-09-08,941,6659,2014-09-08,20140908,981.0,941,6659,9,4,1,6,6,5,9
0,2014-09-08,55,6973,2014-09-08,20140908,981.0,055,6973,0,5,5,6,9,7,3
0,2014-09-09,345,3292,2014-09-09,20140909,982.0,345,3292,3,4,5,3,2,9,2
1,2014-09-09,382,9448,2014-09-09,20140909,982.0,382,9448,3,8,2,9,4,4,8
0,2014-09-10,487,7793,2014-09-10,20140910,983.0,487,7793,4,8,7,7,7,9,3
1,2014-09-10,984,9153,2014-09-10,20140910,983.0,984,9153,9,8,4,9,1,5,3
0,2014-09-11,787,4252,2014-09-11,20140911,984.0,787,4252,7,8,7,4,2,5,2
1,2014-09-11,402,9608,2014-09-11,20140911,984.0,402,9608,4,0,2,9,6,0,8
0,2014-09-12,681,2543,2014-09-12,20140912,985.0,681,2543,6,8,1,2,5,4,3
1,2014-09-12,671,4866,2014-09-12,20140912,985.0,671,4866,6,7,1,4,8,6,6
0,2014-09-13,45,2582,2014-09-13,20140913,986.0,045,2582,0,4,5,2,5,8,2
1,2014-09-13,966,858,2014-09-13,20140913,986.0,966,0858,9,6,6,0,8,5,8
1,2014-09-14,995,4050,2014-09-14,20140914,987.0,995,4050,9,9,5,4,0,5,0
0,2014-09-14,509,5749,2014-09-14,20140914,987.0,509,5749,5,0,9,5,7,4,9
0,2014-09-15,822,9173,2014-09-15,20140915,988.0,822,9173,8,2,2,9,1,7,3
1,2014-09-15,381,7266,2014-09-15,20140915,988.0,381,7266,3,8,1,7,2,6,6
0,2014-09-16,25,2395,2014-09-16,20140916,989.0,025,2395,0,2,5,2,3,9,5
1,2014-09-16,920,9668,2014-09-16,20140916,989.0,920,9668,9,2,0,9,6,6,8
0,2014-09-17,534,2303,2014-09-17,20140917,990.0,534,2303,5,3,4,2,3,0,3
1,2014-09-17,71,7777,2014-09-17,20140917,990.0,071,7777,0,7,1,7,7,7,7
0,2014-09-18,609,2762,2014-09-18,20140918,991.0,609,2762,6,0,9,2,7,6,2
1,2014-09-18,411,8989,2014-09-18,20140918,991.0,411,8989,4,1,1,8,9,8,9
1,2014-09-19,101,1361,2014-09-19,20140919,992.0,101,1361,1,0,1,1,3,6,1
0,2014-09-19,386,8810,2014-09-19,20140919,992.0,386,8810,3,8,6,8,8,1,0
0,2014-09-20,216,9062,2014-09-20,20140920,993.0,216,9062,2,1,6,9,0,6,2
1,2014-09-20,386,6526,2014-09-20,20140920,993.0,386,6526,3,8,6,6,5,2,6
0,2014-09-21,626,8709,2014-09-21,20140921,994.0,626,8709,6,2,6,8,7,0,9
1,2014-09-21,529,4567,2014-09-21,20140921,994.0,529,4567,5,2,9,4,5,6,7
0,2014-09-22,479,4905,2014-09-22,20140922,995.0,479,4905,4,7,9,4,9,0,5
1,2014-09-22,134,7804,2014-09-22,20140922,995.0,134,7804,1,3,4,7,8,0,4
0,2014-09-23,118,1997,2014-09-23,20140923,996.0,118,1997,1,1,8,1,9,9,7
1,2014-09-23,356,3269,2014-09-23,20140923,996.0,356,3269,3,5,6,3,2,6,9
1,2014-09-24,292,866,2014-09-24,20140924,997.0,292,0866,2,9,2,0,8,6,6
0,2014-09-24,698,5743,2014-09-24,20140924,997.0,698,5743,6,9,8,5,7,4,3
0,2014-09-25,421,9512,2014-09-25,20140925,998.0,421,9512,4,2,1,9,5,1,2
1,2014-09-25,162,6781,2014-09-25,20140925,998.0,162,6781,1,6,2,6,7,8,1
0,2014-09-26,424,1606,2014-09-26,20140926,999.0,424,1606,4,2,4,1,6,0,6
1,2014-09-26,729,2385,2014-09-26,20140926,999.0,729,2385,7,2,9,2,3,8,5
0,2014-09-27,751,733,2014-09-27,20140927,1000.0,751,0733,7,5,1,0,7,3,3
1,2014-09-27,378,9297,2014-09-27,20140927,1000.0,378,9297,3,7,8,9,2,9,7
0,2014-09-28,323,4873,2014-09-28,20140928,1001.0,323,4873,3,2,3,4,8,7,3
1,2014-09-28,63,923,2014-09-28,20140928,1001.0,063,0923,0,6,3,0,9,2,3
0,2014-09-29,639,3860,2014-09-29,20140929,1002.0,639,3860,6,3,9,3,8,6,0
1,2014-09-29,290,4202,2014-09-29,20140929,1002.0,290,4202,2,9,0,4,2,0,2
