Day_Draw,Date,Pick3
TUE - MID,2014-12-16,457
TUE - EVE,2014-12-16,455
WED - MID,2014-12-17,586
WED - EVE,2014-12-17,45
THU - MID,2014-12-18,463
THU - EVE,2014-12-18,56
FRI - MID,2014-12-19,221
FRI - EVE,2014-12-19,967
SAT - MID,2014-12-20,791
SAT - EVE,2014-12-20,304
SUN - MID,2014-12-21,741
SUN - EVE,2014-12-21,76
MON - MID,2014-12-22,965
MON - EVE,2014-12-22,226
TUE - MID,2014-12-23,751
TUE - EVE,2014-12-23,298
WED - MID,2014-12-24,603
WED - EVE,2014-12-24,679
THU - MID,2014-12-25,774
THU - EVE,2014-12-25,466
FRI - MID,2014-12-26,375
FRI - EVE,2014-12-26,810
SAT - MID,2014-12-27,503
SAT - EVE,2014-12-27,636
SUN - MID,2014-12-28,479
SUN - EVE,2014-12-28,374
MON - MID,2014-12-29,664
MON - EVE,2014-12-29,196
TUE - MID,2014-12-30,326
TUE - EVE,2014-12-30,625
WED - MID,2014-12-31,614
WED - EVE,2014-12-31,191
TUE - MID,2013-01-01,473
TUE - EVE,2013-01-01,639
WED - MID,2013-01-02,875
WED - EVE,2013-01-02,340
THU - MID,2013-01-03,603
THU - EVE,2013-01-03,672
FRI - MID,2013-01-04,421
FRI - EVE,2013-01-04,532
SAT - MID,2013-01-05,903
SAT - EVE,2013-01-05,218
SUN - MID,2013-01-06,228
SUN - EVE,2013-01-06,919
MON - MID,2013-01-07,548
MON - EVE,2013-01-07,823
TUE - MID,2013-01-08,766
TUE - EVE,2013-01-08,499
WED - MID,2013-01-09,466
WED - EVE,2013-01-09,176
THU - MID,2013-01-10,187
THU - EVE,2013-01-10,960
FRI - MID,2013-01-11,780
FRI - EVE,2013-01-11,749
SAT - MID,2013-01-12,630
SAT - EVE,2013-01-12,287
SUN - MID,2013-01-13,406
SUN - EVE,2013-01-13,214
MON - MID,2013-01-14,306
MON - EVE,2013-01-14,170
TUE - MID,2013-01-15,442
TUE - EVE,2013-01-15,766
WED - MID,2013-01-16,695
WED - EVE,2013-01-16,819
THU - MID,2013-01-17,920
THU - EVE,2013-01-17,668
FRI - MID,2013-01-18,749
FRI - EVE,2013-01-18,217
SAT - MID,2013-01-19,38
SAT - EVE,2013-01-19,113
SUN - MID,2013-01-20,828
SUN - EVE,2013-01-20,371
MON - MID,2013-01-21,90
MON - EVE,2013-01-21,186
TUE - MID,2013-01-22,592
TUE - EVE,2013-01-22,702
WED - MID,2013-01-23,280
WED - EVE,2013-01-23,944
THU - MID,2013-01-24,619
THU - EVE,2013-01-24,894
FRI - MID,2013-01-25,515
FRI - EVE,2013-01-25,546
SAT - MID,2013-01-26,853
SAT - EVE,2013-01-26,610
SUN - MID,2013-01-27,565
SUN - EVE,2013-01-27,304
MON - MID,2013-01-28,969
MON - EVE,2013-01-28,356
TUE - MID,2013-01-29,309
TUE - EVE,2013-01-29,783
WED - MID,2013-01-30,948
WED - EVE,2013-01-30,675
THU - MID,2013-01-31,285
THU - EVE,2013-01-31,528
FRI - MID,2013-02-01,283
FRI - EVE,2013-02-01,148
SAT - MID,2013-02-02,964
SAT - EVE,2013-02-02,558
SUN - MID,2013-02-03,787
SUN - EVE,2013-02-03,693
MON - MID,2013-02-04,366
MON - EVE,2013-02-04,414
TUE - MID,2013-02-05,474
TUE - EVE,2013-02-05,485
WED - MID,2013-02-06,539
WED - EVE,2013-02-06,928
THU - MID,2013-02-07,530
THU - EVE,2013-02-07,102
FRI - MID,2013-02-08,349
FRI - EVE,2013-02-08,669
SAT - MID,2013-02-09,335
SAT - EVE,2013-02-09,410
SUN - MID,2013-02-10,813
SUN - EVE,2013-02-10,14
MON - MID,2013-02-11,795
MON - EVE,2013-02-11,308
TUE - MID,2013-02-12,690
TUE - EVE,2013-02-12,593
WED - MID,2013-02-13,492
WED - EVE,2013-02-13,244
THU - MID,2013-02-14,131
THU - EVE,2013-02-14,166
FRI - MID,2013-02-15,875
FRI - EVE,2013-02-15,268
SAT - MID,2013-02-16,45
SAT - EVE,2013-02-16,266
SUN - MID,2013-02-17,236
SUN - EVE,2013-02-17,791
MON - MID,2013-02-18,919
MON - EVE,2013-02-18,676
TUE - MID,2013-02-19,160
TUE - EVE,2013-02-19,275
WED - MID,2013-02-20,177
WED - EVE,2013-02-20,578
THU - MID,2013-02-21,190
THU - EVE,2013-02-21,360
FRI - MID,2013-02-22,588
FRI - EVE,2013-02-22,977
SAT - MID,2013-02-23,799
SAT - EVE,2013-02-23,347
SUN - MID,2013-02-24,863
SUN - EVE,2013-02-24,831
MON - MID,2013-02-25,993
MON - EVE,2013-02-25,233
TUE - MID,2013-02-26,267
TUE - EVE,2013-02-26,971
WED - MID,2013-02-27,829
WED - EVE,2013-02-27,676
THU - MID,2013-02-28,174
THU - EVE,2013-02-28,54
FRI - MID,2013-03-01,609
FRI - EVE,2013-03-01,413
SAT - MID,2013-03-02,786
SAT - EVE,2013-03-02,51
SUN - MID,2013-03-03,597
SUN - EVE,2013-03-03,998
MON - MID,2013-03-04,717
MON - EVE,2013-03-04,704
TUE - MID,2013-03-05,55
TUE - EVE,2013-03-05,247
WED - MID,2013-03-06,832
WED - EVE,2013-03-06,805
THU - MID,2013-03-07,714
THU - EVE,2013-03-07,373
FRI - MID,2013-03-08,207
FRI - EVE,2013-03-08,464
SAT - MID,2013-03-09,526
SAT - EVE,2013-03-09,150
SUN - MID,2013-03-10,818
SUN - EVE,2013-03-10,344
MON - MID,2013-03-11,902
MON - EVE,2013-03-11,736
TUE - MID,2013-03-12,421
TUE - EVE,2013-03-12,135
WED - MID,2013-03-13,79
WED - EVE,2013-03-13,286
THU - MID,2013-03-14,289
THU - EVE,2013-03-14,919
FRI - MID,2013-03-15,621
FRI - EVE,2013-03-15,30
SAT - MID,2013-03-16,402
SAT - EVE,2013-03-16,922
SUN - MID,2013-03-17,64
SUN - EVE,2013-03-17,618
MON - MID,2013-03-18,541
MON - EVE,2013-03-18,722
TUE - MID,2013-03-19,166
TUE - EVE,2013-03-19,656
WED - MID,2013-03-20,711
WED - EVE,2013-03-20,228
THU - MID,2013-03-21,388
THU - EVE,2013-03-21,127
FRI - MID,2013-03-22,20
FRI - EVE,2013-03-22,659
SAT - MID,2013-03-23,221
SAT - EVE,2013-03-23,905
SUN - MID,2013-03-24,740
SUN - EVE,2013-03-24,815
MON - MID,2013-03-25,271
MON - EVE,2013-03-25,524
TUE - MID,2013-03-26,247
TUE - EVE,2013-03-26,900
WED - MID,2013-03-27,300
WED - EVE,2013-03-27,562
THU - MID,2013-03-28,33
THU - EVE,2013-03-28,682
FRI - MID,2013-03-29,919
FRI - EVE,2013-03-29,557
SAT - MID,2013-03-30,735
SAT - EVE,2013-03-30,594
SUN - MID,2013-03-31,309
SUN - EVE,2013-03-31,756
MON - MID,2013-04-01,506
MON - EVE,2013-04-01,897
TUE - MID,2013-04-02,775
TUE - EVE,2013-04-02,917
WED - MID,2013-04-03,312
WED - EVE,2013-04-03,312
THU - MID,2013-04-04,972
THU - EVE,2013-04-04,372
FRI - MID,2013-04-05,224
FRI - EVE,2013-04-05,405
SAT - MID,2013-04-06,285
SAT - EVE,2013-04-06,114
SUN - MID,2013-04-07,223
SUN - EVE,2013-04-07,963
MON - MID,2013-04-08,253
MON - EVE,2013-04-08,311
TUE - MID,2013-04-09,132
TUE - EVE,2013-04-09,484
WED - MID,2013-04-10,782
WED - EVE,2013-04-10,855
THU - MID,2013-04-11,450
THU - EVE,2013-04-11,831
FRI - MID,2013-04-12,789
FRI - EVE,2013-04-12,620
SAT - MID,2013-04-13,479
SAT - EVE,2013-04-13,453
SUN - MID,2013-04-14,289
SUN - EVE,2013-04-14,87
MON - MID,2013-04-15,219
MON - EVE,2013-04-15,863
TUE - MID,2013-04-16,533
TUE - EVE,2013-04-16,928
WED - MID,2013-04-17,124
WED - EVE,2013-04-17,573
THU - MID,2013-04-18,733
THU - EVE,2013-04-18,599
FRI - MID,2013-04-19,224
FRI - EVE,2013-04-19,147
SAT - MID,2013-04-20,513
SAT - EVE,2013-04-20,274
SUN - MID,2013-04-21,374
SUN - EVE,2013-04-21,926
MON - MID,2013-04-22,895
MON - EVE,2013-04-22,24
TUE - MID,2013-04-23,716
TUE - EVE,2013-04-23,349
WED - MID,2013-04-24,415
WED - EVE,2013-04-24,737
THU - MID,2013-04-25,561
THU - EVE,2013-04-25,326
FRI - MID,2013-04-26,258
FRI - EVE,2013-04-26,18
SAT - MID,2013-04-27,339
SAT - EVE,2013-04-27,391
SUN - MID,2013-04-28,814
SUN - EVE,2013-04-28,686
MON - MID,2013-04-29,968
MON - EVE,2013-04-29,167
TUE - MID,2013-04-30,52
TUE - EVE,2013-04-30,788
WED - MID,2013-05-01,981
WED - EVE,2013-05-01,389
THU - MID,2013-05-02,218
THU - EVE,2013-05-02,171
FRI - MID,2013-05-03,347
FRI - EVE,2013-05-03,208
SAT - MID,2013-05-04,74
SAT - EVE,2013-05-04,858
SUN - MID,2013-05-05,416
SUN - EVE,2013-05-05,513
MON - MID,2013-05-06,535
MON - EVE,2013-05-06,41
TUE - MID,2013-05-07,615
TUE - EVE,2013-05-07,508
WED - MID,2013-05-08,979
WED - EVE,2013-05-08,121
THU - MID,2013-05-09,190
THU - EVE,2013-05-09,261
FRI - MID,2013-05-10,466
FRI - EVE,2013-05-10,81
SAT - MID,2013-05-11,759
SAT - EVE,2013-05-11,381
SUN - MID,2013-05-12,790
SUN - EVE,2013-05-12,535
MON - MID,2013-05-13,757
MON - EVE,2013-05-13,566
TUE - MID,2013-05-14,439
TUE - EVE,2013-05-14,343
WED - MID,2013-05-15,252
WED - EVE,2013-05-15,527
THU - MID,2013-05-16,274
THU - EVE,2013-05-16,500
FRI - MID,2013-05-17,952
FRI - EVE,2013-05-17,298
SAT - MID,2013-05-18,949
SAT - EVE,2013-05-18,134
SUN - MID,2013-05-19,482
SUN - EVE,2013-05-19,860
MON - MID,2013-05-20,395
MON - EVE,2013-05-20,562
TUE - MID,2013-05-21,465
TUE - EVE,2013-05-21,738
WED - MID,2013-05-22,106
WED - EVE,2013-05-22,426
THU - MID,2013-05-23,921
THU - EVE,2013-05-23,217
FRI - MID,2013-05-24,902
FRI - EVE,2013-05-24,708
SAT - MID,2013-05-25,435
SAT - EVE,2013-05-25,61
SUN - MID,2013-05-26,781
SUN - EVE,2013-05-26,492
MON - MID,2013-05-27,601
MON - EVE,2013-05-27,22
TUE - MID,2013-05-28,568
TUE - EVE,2013-05-28,931
WED - MID,2013-05-29,768
WED - EVE,2013-05-29,416
THU - MID,2013-05-30,676
THU - EVE,2013-05-30,52
FRI - MID,2013-05-31,982
FRI - EVE,2013-05-31,513
SAT - MID,2013-06-01,372
SAT - EVE,2013-06-01,600
SUN - MID,2013-06-02,702
SUN - EVE,2013-06-02,661
MON - MID,2013-06-03,676
MON - EVE,2013-06-03,430
TUE - MID,2013-06-04,383
TUE - EVE,2013-06-04,557
WED - MID,2013-06-05,975
WED - EVE,2013-06-05,920
THU - MID,2013-06-06,819
THU - EVE,2013-06-06,570
FRI - MID,2013-06-07,738
FRI - EVE,2013-06-07,968
SAT - MID,2013-06-08,726
SAT - EVE,2013-06-08,3
SUN - MID,2013-06-09,814
SUN - EVE,2013-06-09,444
MON - MID,2013-06-10,190
MON - EVE,2013-06-10,285
TUE - MID,2013-06-11,46
TUE - EVE,2013-06-11,244
WED - MID,2013-06-12,405
WED - EVE,2013-06-12,883
THU - MID,2013-06-13,738
THU - EVE,2013-06-13,547
FRI - MID,2013-06-14,795
FRI - EVE,2013-06-14,264
SAT - MID,2013-06-15,99
SAT - EVE,2013-06-15,535
SUN - MID,2013-06-16,288
SUN - EVE,2013-06-16,2
MON - MID,2013-06-17,206
MON - EVE,2013-06-17,127
TUE - MID,2013-06-18,420
TUE - EVE,2013-06-18,58
WED - MID,2013-06-19,771
WED - EVE,2013-06-19,412
THU - MID,2013-06-20,691
THU - EVE,2013-06-20,249
FRI - MID,2013-06-21,122
FRI - EVE,2013-06-21,880
SAT - MID,2013-06-22,748
SAT - EVE,2013-06-22,876
SUN - MID,2013-06-23,906
SUN - EVE,2013-06-23,494
MON - MID,2013-06-24,621
MON - EVE,2013-06-24,383
TUE - MID,2013-06-25,785
TUE - EVE,2013-06-25,624
WED - MID,2013-06-26,647
WED - EVE,2013-06-26,897
THU - MID,2013-06-27,117
THU - EVE,2013-06-27,559
FRI - MID,2013-06-28,367
FRI - EVE,2013-06-28,599
SAT - MID,2013-06-29,678
SAT - EVE,2013-06-29,223
SUN - MID,2013-06-30,517
SUN - EVE,2013-06-30,103
MON - MID,2013-07-01,330
MON - EVE,2013-07-01,612
TUE - MID,2013-07-02,630
TUE - EVE,2013-07-02,572
WED - MID,2013-07-03,654
WED - EVE,2013-07-03,998
THU - MID,2013-07-04,342
THU - EVE,2013-07-04,312
FRI - MID,2013-07-05,273
FRI - EVE,2013-07-05,75
SAT - MID,2013-07-06,17
SAT - EVE,2013-07-06,202
SUN - MID,2013-07-07,261
SUN - EVE,2013-07-07,267
MON - MID,2013-07-08,382
MON - EVE,2013-07-08,700
TUE - MID,2013-07-09,430
TUE - EVE,2013-07-09,688
WED - MID,2013-07-10,850
WED - EVE,2013-07-10,728
THU - MID,2013-07-11,439
THU - EVE,2013-07-11,418
FRI - MID,2013-07-12,994
FRI - EVE,2013-07-12,852
SAT - MID,2013-07-13,120
SAT - EVE,2013-07-13,862
SUN - MID,2013-07-14,845
SUN - EVE,2013-07-14,283
MON - MID,2013-07-15,665
MON - EVE,2013-07-15,477
TUE - MID,2013-07-16,87
TUE - EVE,2013-07-16,363
WED - MID,2013-07-17,672
WED - EVE,2013-07-17,397
THU - MID,2013-07-18,89
THU - EVE,2013-07-18,627
FRI - MID,2013-07-19,483
FRI - EVE,2013-07-19,460
SAT - MID,2013-07-20,661
SAT - EVE,2013-07-20,747
SUN - MID,2013-07-21,828
SUN - EVE,2013-07-21,587
MON - MID,2013-07-22,282
MON - EVE,2013-07-22,57
TUE - MID,2013-07-23,460
TUE - EVE,2013-07-23,69
WED - MID,2013-07-24,818
WED - EVE,2013-07-24,746
THU - MID,2013-07-25,324
THU - EVE,2013-07-25,349
FRI - MID,2013-07-26,453
FRI - EVE,2013-07-26,527
SAT - MID,2013-07-27,126
SAT - EVE,2013-07-27,197
SUN - MID,2013-07-28,106
SUN - EVE,2013-07-28,618
MON - MID,2013-07-29,350
MON - EVE,2013-07-29,926
TUE - MID,2013-07-30,58
TUE - EVE,2013-07-30,305
WED - MID,2013-07-31,835
WED - EVE,2013-07-31,268
THU - MID,2013-08-01,1
THU - EVE,2013-08-01,504
FRI - MID,2013-08-02,219
FRI - EVE,2013-08-02,868
SAT - MID,2013-08-03,928
SAT - EVE,2013-08-03,636
SUN - MID,2013-08-04,331
SUN - EVE,2013-08-04,726
MON - MID,2013-08-05,505
MON - EVE,2013-08-05,29
TUE - MID,2013-08-06,396
TUE - EVE,2013-08-06,632
WED - MID,2013-08-07,534
WED - EVE,2013-08-07,738
THU - MID,2013-08-08,571
THU - EVE,2013-08-08,727
FRI - MID,2013-08-09,530
FRI - EVE,2013-08-09,852
SAT - MID,2013-08-10,556
SAT - EVE,2013-08-10,114
SUN - MID,2013-08-11,609
SUN - EVE,2013-08-11,835
MON - MID,2013-08-12,32
MON - EVE,2013-08-12,23
TUE - MID,2013-08-13,570
TUE - EVE,2013-08-13,988
WED - MID,2013-08-14,10
WED - EVE,2013-08-14,59
THU - MID,2013-08-15,26
THU - EVE,2013-08-15,942
FRI - MID,2013-08-16,476
FRI - EVE,2013-08-16,406
SAT - MID,2013-08-17,673
SAT - EVE,2013-08-17,460
SUN - MID,2013-08-18,860
SUN - EVE,2013-08-18,987
MON - MID,2013-08-19,10
MON - EVE,2013-08-19,561
TUE - MID,2013-08-20,820
TUE - EVE,2013-08-20,975
WED - MID,2013-08-21,552
WED - EVE,2013-08-21,175
THU - MID,2013-08-22,244
THU - EVE,2013-08-22,124
FRI - MID,2013-08-23,825
FRI - EVE,2013-08-23,404
SAT - MID,2013-08-24,180
SAT - EVE,2013-08-24,887
SUN - MID,2013-08-25,472
SUN - EVE,2013-08-25,440
MON - MID,2013-08-26,62
MON - EVE,2013-08-26,129
TUE - MID,2013-08-27,406
TUE - EVE,2013-08-27,657
WED - MID,2013-08-28,604
WED - EVE,2013-08-28,390
THU - MID,2013-08-29,585
THU - EVE,2013-08-29,589
FRI - MID,2013-08-30,516
FRI - EVE,2013-08-30,703
SAT - MID,2013-08-31,514
SAT - EVE,2013-08-31,928
SUN - MID,2013-09-01,653
SUN - EVE,2013-09-01,423
MON - MID,2013-09-02,669
MON - EVE,2013-09-02,374
TUE - MID,2013-09-03,833
TUE - EVE,2013-09-03,95
WED - MID,2013-09-04,469
WED - EVE,2013-09-04,129
THU - MID,2013-09-05,749
THU - EVE,2013-09-05,954
FRI - MID,2013-09-06,616
FRI - EVE,2013-09-06,659
SAT - MID,2013-09-07,753
SAT - EVE,2013-09-07,327
SUN - MID,2013-09-08,736
SUN - EVE,2013-09-08,922
MON - MID,2013-09-09,646
MON - EVE,2013-09-09,753
TUE - MID,2013-09-10,728
TUE - EVE,2013-09-10,528
WED - MID,2013-09-11,679
WED - EVE,2013-09-11,203
THU - MID,2013-09-12,106
THU - EVE,2013-09-12,498
FRI - MID,2013-09-13,660
FRI - EVE,2013-09-13,769
SAT - MID,2013-09-14,718
SAT - EVE,2013-09-14,726
SUN - MID,2013-09-15,658
SUN - EVE,2013-09-15,783
MON - MID,2013-09-16,911
MON - EVE,2013-09-16,992
TUE - MID,2013-09-17,815
TUE - EVE,2013-09-17,192
WED - MID,2013-09-18,669
WED - EVE,2013-09-18,424
THU - MID,2013-09-19,85
THU - EVE,2013-09-19,847
FRI - MID,2013-09-20,127
FRI - EVE,2013-09-20,992
SAT - MID,2013-09-21,406
SAT - EVE,2013-09-21,600
SUN - MID,2013-09-22,833
SUN - EVE,2013-09-22,237
MON - MID,2013-09-23,698
MON - EVE,2013-09-23,682
TUE - MID,2013-09-24,880
TUE - EVE,2013-09-24,279
WED - MID,2013-09-25,59
WED - EVE,2013-09-25,177
THU - MID,2013-09-26,29
THU - EVE,2013-09-26,773
FRI - MID,2013-09-27,717
FRI - EVE,2013-09-27,176
SAT - MID,2013-09-28,483
SAT - EVE,2013-09-28,657
SUN - MID,2013-09-29,405
SUN - EVE,2013-09-29,731
MON - MID,2013-09-30,930
MON - EVE,2013-09-30,688
TUE - MID,2013-10-01,444
TUE - EVE,2013-10-01,101
WED - MID,2013-10-02,68
WED - EVE,2013-10-02,653
THU - MID,2013-10-03,378
THU - EVE,2013-10-03,877
FRI - MID,2013-10-04,386
FRI - EVE,2013-10-04,966
SAT - MID,2013-10-05,16
SAT - EVE,2013-10-05,622
SUN - MID,2013-10-06,813
SUN - EVE,2013-10-06,372
MON - MID,2013-10-07,846
MON - EVE,2013-10-07,779
TUE - MID,2013-10-08,503
TUE - EVE,2013-10-08,512
WED - MID,2013-10-09,991
WED - EVE,2013-10-09,667
THU - MID,2013-10-10,715
THU - EVE,2013-10-10,182
FRI - MID,2013-10-11,25
FRI - EVE,2013-10-11,433
SAT - MID,2013-10-12,123
SAT - EVE,2013-10-12,605
SUN - MID,2013-10-13,360
SUN - EVE,2013-10-13,229
MON - MID,2013-10-14,586
MON - EVE,2013-10-14,184
TUE - MID,2013-10-15,895
TUE - EVE,2013-10-15,458
WED - MID,2013-10-16,50
WED - EVE,2013-10-16,131
THU - MID,2013-10-17,479
THU - EVE,2013-10-17,439
FRI - MID,2013-10-18,334
FRI - EVE,2013-10-18,431
SAT - MID,2013-10-19,855
SAT - EVE,2013-10-19,743
SUN - MID,2013-10-20,173
SUN - EVE,2013-10-20,499
MON - MID,2013-10-21,473
MON - EVE,2013-10-21,177
TUE - MID,2013-10-22,316
TUE - EVE,2013-10-22,548
WED - MID,2013-10-23,946
WED - EVE,2013-10-23,255
THU - MID,2013-10-24,105
THU - EVE,2013-10-24,409
FRI - MID,2013-10-25,552
FRI - EVE,2013-10-25,864
SAT - MID,2013-10-26,524
SAT - EVE,2013-10-26,445
SUN - MID,2013-10-27,353
SUN - EVE,2013-10-27,249
MON - MID,2013-10-28,635
MON - EVE,2013-10-28,261
TUE - MID,2013-10-29,144
TUE - EVE,2013-10-29,479
WED - MID,2013-10-30,122
WED - EVE,2013-10-30,758
THU - MID,2013-10-31,695
THU - EVE,2013-10-31,560
FRI - MID,2013-11-01,908
FRI - EVE,2013-11-01,440
SAT - MID,2013-11-02,24
SAT - EVE,2013-11-02,956
SUN - MID,2013-11-03,155
SUN - EVE,2013-11-03,421
MON - MID,2013-11-04,531
MON - EVE,2013-11-04,221
TUE - MID,2013-11-05,645
TUE - EVE,2013-11-05,282
WED - MID,2013-11-06,929
WED - EVE,2013-11-06,481
THU - MID,2013-11-07,224
THU - EVE,2013-11-07,341
FRI - MID,2013-11-08,782
FRI - EVE,2013-11-08,381
SAT - MID,2013-11-09,707
SAT - EVE,2013-11-09,461
SUN - MID,2013-11-10,879
SUN - EVE,2013-11-10,486
MON - MID,2013-11-11,439
MON - EVE,2013-11-11,721
TUE - MID,2013-11-12,224
TUE - EVE,2013-11-12,480
WED - MID,2013-11-13,378
WED - EVE,2013-11-13,812
THU - MID,2013-11-14,833
THU - EVE,2013-11-14,236
FRI - MID,2013-11-15,706
FRI - EVE,2013-11-15,745
SAT - MID,2013-11-16,405
SAT - EVE,2013-11-16,674
SUN - MID,2013-11-17,766
SUN - EVE,2013-11-17,303
MON - MID,2013-11-18,185
MON - EVE,2013-11-18,652
TUE - MID,2013-11-19,298
TUE - EVE,2013-11-19,671
WED - MID,2013-11-20,280
WED - EVE,2013-11-20,504
THU - MID,2013-11-21,725
THU - EVE,2013-11-21,602
FRI - MID,2013-11-22,190
FRI - EVE,2013-11-22,509
SAT - MID,2013-11-23,562
SAT - EVE,2013-11-23,835
SUN - MID,2013-11-24,597
SUN - EVE,2013-11-24,893
MON - MID,2013-11-25,619
MON - EVE,2013-11-25,207
TUE - MID,2013-11-26,208
TUE - EVE,2013-11-26,792
WED - MID,2013-11-27,411
WED - EVE,2013-11-27,952
THU - MID,2013-11-28,836
THU - EVE,2013-11-28,364
FRI - MID,2013-11-29,182
FRI - EVE,2013-11-29,320
SAT - MID,2013-11-30,762
SAT - EVE,2013-11-30,347
SUN - MID,2013-12-01,65
SUN - EVE,2013-12-01,901
MON - MID,2013-12-02,259
MON - EVE,2013-12-02,104
TUE - MID,2013-12-03,360
TUE - EVE,2013-12-03,329
WED - MID,2013-12-04,229
WED - EVE,2013-12-04,973
THU - MID,2013-12-05,165
THU - EVE,2013-12-05,652
FRI - MID,2013-12-06,748
FRI - EVE,2013-12-06,606
SAT - MID,2013-12-07,325
SAT - EVE,2013-12-07,822
SUN - MID,2013-12-08,471
SUN - EVE,2013-12-08,645
MON - MID,2013-12-09,262
MON - EVE,2013-12-09,547
TUE - MID,2013-12-10,171
TUE - EVE,2013-12-10,426
WED - MID,2013-12-11,568
WED - EVE,2013-12-11,384
THU - MID,2013-12-12,489
THU - EVE,2013-12-12,539
FRI - MID,2013-12-13,312
FRI - EVE,2013-12-13,278
SAT - MID,2013-12-14,394
SAT - EVE,2013-12-14,143
SUN - MID,2013-12-15,573
SUN - EVE,2013-12-15,188
MON - MID,2013-12-16,616
MON - EVE,2013-12-16,632
TUE - MID,2013-12-17,551
TUE - EVE,2013-12-17,679
WED - MID,2013-12-18,281
WED - EVE,2013-12-18,388
THU - MID,2013-12-19,819
THU - EVE,2013-12-19,393
FRI - MID,2013-12-20,789
FRI - EVE,2013-12-20,52
SAT - MID,2013-12-21,593
SAT - EVE,2013-12-21,105
SUN - MID,2013-12-22,175
SUN - EVE,2013-12-22,803
MON - MID,2013-12-23,74
MON - EVE,2013-12-23,931
TUE - MID,2013-12-24,863
TUE - EVE,2013-12-24,423
WED - MID,2013-12-25,124
WED - EVE,2013-12-25,22
THU - MID,2013-12-26,804
THU - EVE,2013-12-26,29
FRI - MID,2013-12-27,30
FRI - EVE,2013-12-27,996
SAT - MID,2013-12-28,958
SAT - EVE,2013-12-28,952
SUN - MID,2013-12-29,507
SUN - EVE,2013-12-29,232
MON - MID,2013-12-30,483
MON - EVE,2013-12-30,154
TUE - MID,2013-12-31,567
TUE - EVE,2013-12-31,537
SUN - MID,2012-01-01,991
SUN - EVE,2012-01-01,441
MON - MID,2012-01-02,516
MON - EVE,2012-01-02,629
TUE - MID,2012-01-03,188
TUE - EVE,2012-01-03,212
WED - MID,2012-01-04,845
WED - EVE,2012-01-04,349
THU - MID,2012-01-05,219
THU - EVE,2012-01-05,444
FRI - MID,2012-01-06,345
FRI - EVE,2012-01-06,13
SAT - MID,2012-01-07,519
SAT - EVE,2012-01-07,346
SUN - MID,2012-01-08,503
SUN - EVE,2012-01-08,938
MON - MID,2012-01-09,10
MON - EVE,2012-01-09,109
TUE - MID,2012-01-10,994
TUE - EVE,2012-01-10,123
WED - MID,2012-01-11,514
WED - EVE,2012-01-11,875
THU - MID,2012-01-12,275
THU - EVE,2012-01-12,609
FRI - MID,2012-01-13,526
FRI - EVE,2012-01-13,562
SAT - MID,2012-01-14,292
SAT - EVE,2012-01-14,984
SUN - MID,2012-01-15,337
SUN - EVE,2012-01-15,945
MON - MID,2012-01-16,309
MON - EVE,2012-01-16,622
TUE - MID,2012-01-17,560
TUE - EVE,2012-01-17,176
WED - MID,2012-01-18,352
WED - EVE,2012-01-18,126
THU - MID,2012-01-19,697
THU - EVE,2012-01-19,743
FRI - MID,2012-01-20,580
FRI - EVE,2012-01-20,588
SAT - MID,2012-01-21,293
SAT - EVE,2012-01-21,680
SUN - MID,2012-01-22,126
SUN - EVE,2012-01-22,26
MON - MID,2012-01-23,485
MON - EVE,2012-01-23,904
TUE - MID,2012-01-24,576
TUE - EVE,2012-01-24,12
WED - MID,2012-01-25,881
WED - EVE,2012-01-25,690
THU - MID,2012-01-26,30
THU - EVE,2012-01-26,196
FRI - MID,2012-01-27,610
FRI - EVE,2012-01-27,298
SAT - MID,2012-01-28,776
SAT - EVE,2012-01-28,533
SUN - MID,2012-01-29,202
SUN - EVE,2012-01-29,532
MON - MID,2012-01-30,235
MON - EVE,2012-01-30,105
TUE - MID,2012-01-31,862
TUE - EVE,2012-01-31,2
WED - MID,2012-02-01,18
WED - EVE,2012-02-01,140
THU - MID,2012-02-02,23
THU - EVE,2012-02-02,113
FRI - MID,2012-02-03,333
FRI - EVE,2012-02-03,141
SAT - MID,2012-02-04,163
SAT - EVE,2012-02-04,442
SUN - MID,2012-02-05,779
SUN - EVE,2012-02-05,86
MON - MID,2012-02-06,930
MON - EVE,2012-02-06,733
TUE - MID,2012-02-07,460
TUE - EVE,2012-02-07,487
WED - MID,2012-02-08,294
WED - EVE,2012-02-08,451
THU - MID,2012-02-09,540
THU - EVE,2012-02-09,865
FRI - MID,2012-02-10,375
FRI - EVE,2012-02-10,720
SAT - MID,2012-02-11,553
SAT - EVE,2012-02-11,740
SUN - MID,2012-02-12,202
SUN - EVE,2012-02-12,410
MON - MID,2012-02-13,510
MON - EVE,2012-02-13,404
TUE - MID,2012-02-14,690
TUE - EVE,2012-02-14,326
WED - MID,2012-02-15,219
WED - EVE,2012-02-15,442
THU - MID,2012-02-16,826
THU - EVE,2012-02-16,718
FRI - MID,2012-02-17,928
FRI - EVE,2012-02-17,769
SAT - MID,2012-02-18,251
SAT - EVE,2012-02-18,920
SUN - MID,2012-02-19,628
SUN - EVE,2012-02-19,172
MON - MID,2012-02-20,653
MON - EVE,2012-02-20,272
TUE - MID,2012-02-21,255
TUE - EVE,2012-02-21,511
WED - MID,2012-02-22,313
WED - EVE,2012-02-22,290
THU - MID,2012-02-23,224
THU - EVE,2012-02-23,14
